"","UID","Taxon","Abundance","taxon_lumped","taxon_lumped2","non.alga.flag","motile_sessile","Notes"
"12257","West Beach LOW 2013 8","Acrosiphonia coalita",1,"Acrosiphonia","Acrosiphonia","Algae","sessile",""
"12258","West Beach LOW 2013 8","Alaria marginata",35,"Alaria marginata","Alaria marginata","Algae","sessile",""
"12259","West Beach LOW 2013 8","bare rock",30,"Bare rock","Bare rock","Substratum",NA,""
"12260","West Beach LOW 2013 8","Bossiella frondifera",0.5,"Bossiella_articulate","Bossiella_articulate","Algae","sessile",""
"12261","West Beach LOW 2013 8","Bossiella sp.5 chiloensis",7,"Bossiella_articulate","Bossiella_articulate","Algae","sessile",""
"12262","West Beach LOW 2013 8","Bossiella sp.5 chiloensis",7,"Bossiella_articulate","Bossiella_articulate","Algae","sessile",""
"12263","West Beach LOW 2013 8","Corallina vancouveriensis",1,"Corallina","Corallina","Algae","sessile",""
"12264","West Beach LOW 2013 8","Cryptosiphonia woodii",0.5,"Cryptosiphonia woodii","Cryptosiphonia woodii","Algae","sessile",""
"12265","West Beach LOW 2013 8","Egregia menziesii",10,"Egregia menziesii","Egregia menziesii","Algae","sessile",""
"12266","West Beach LOW 2013 8","Fucus distichus",45,"Fucus distichus","Fucus distichus","Algae","sessile",""
"12267","West Beach LOW 2013 8","Mastocarpus agardhii",3,"Mastocarpus agardhii","Mastocarpus","Algae","sessile","M. agardhii is distinct from others, but we will have to do something with these!!"
"12268","West Beach LOW 2013 8","Neogastroclonium subarticulatum",0.5,"Neogastroclonium subarticulatum","Neogastroclonium subarticulatum","Algae","sessile",""
"12269","West Beach LOW 2013 8","Odonthalia floccosa",0.5,"Odonthalia floccosa","Odonthalia floccosa","Algae","sessile","These are distinct"
"12270","West Beach LOW 2013 8","Palmaria hecatensis",32,"Palmaria hecatensis","Palmaria hecatensis","Algae","sessile",""
"12271","West Beach LOW 2013 8","Petrocelis",0.5,"Petrocelis","Petrocelis","Algae","sessile",""
"12272","West Beach LOW 2013 8","Plocamium violaceum",5,"Plocamium violaceum","Plocamium violaceum","Algae","sessile",""
"12273","West Beach LOW 2013 8","Polyneura latissima",13,"Polyneura latissima","Polyneura latissima","Algae","sessile",""
"12274","West Beach LOW 2013 8","Saccharina nigripes",1,"Saccharina nigripes","Saccharina nigripes","Algae","sessile",""
"12275","West Beach LOW 2013 8","Spongites tumidum",8,"Spongites tumidum","Spongites tumidum","Algae","sessile",""
"12276","West Beach LOW 2013 8","Ulva lactuca",3,"Ulva lactuca","Ulva","Algae","sessile",""
"12277","West Beach LOW 2013 9","Acrosiphonia arcta",3,"Acrosiphonia","Acrosiphonia","Algae","sessile",""
"12278","West Beach LOW 2013 9","Acrosiphonia coalita",22,"Acrosiphonia","Acrosiphonia","Algae","sessile",""
"12279","West Beach LOW 2013 9","Alaria marginata",12,"Alaria marginata","Alaria marginata","Algae","sessile",""
"12280","West Beach LOW 2013 9","bare rock",4,"Bare rock","Bare rock","Substratum",NA,""
"12281","West Beach LOW 2013 9","Bossiella frondifera",7,"Bossiella_articulate","Bossiella_articulate","Algae","sessile",""
"12282","West Beach LOW 2013 9","Ceramium pacificum",2,"Ceramium pacificum","Ceramium pacificum","Algae","sessile",""
"12283","West Beach LOW 2013 9","Codium fragile",5,"Codium fragile","Codium fragile","Algae","sessile",""
"12284","West Beach LOW 2013 9","Corallina frondescens",5,"Corallina","Corallina","Algae","sessile",""
"12285","West Beach LOW 2013 9","Corallina vancouveriensis",2,"Corallina","Corallina","Algae","sessile",""
"12286","West Beach LOW 2013 9","Coralline crust",0.5,NA,NA,NA,NA,NA
"12287","West Beach LOW 2013 9","Egregia menziesii",68,"Egregia menziesii","Egregia menziesii","Algae","sessile",""
"12288","West Beach LOW 2013 9","Fucus distichus",6,"Fucus distichus","Fucus distichus","Algae","sessile",""
"12289","West Beach LOW 2013 9","Halosaccion glandiforme",0.5,"Halosaccion glandiforme","Halosaccion glandiforme","Algae","sessile",""
"12290","West Beach LOW 2013 9","Mazzaella parvula",3,"Mazzaella parvula","Mazzaella parvula","Algae","sessile",""
"12291","West Beach LOW 2013 9","Odonthalia floccosa",3,"Odonthalia floccosa","Odonthalia floccosa","Algae","sessile","These are distinct"
"12292","West Beach LOW 2013 9","Palmaria hecatensis",35,"Palmaria hecatensis","Palmaria hecatensis","Algae","sessile",""
"12293","West Beach LOW 2013 9","Palmaria mollis",2,"Palmaria mollis","Palmaria mollis","Algae","sessile",""
"12294","West Beach LOW 2013 9","Plocamium violaceum",2,"Plocamium violaceum","Plocamium violaceum","Algae","sessile",""
"12295","West Beach LOW 2013 9","Polyneura latissima",20,"Polyneura latissima","Polyneura latissima","Algae","sessile",""
"12296","West Beach LOW 2013 9","Ptilota sp.",0.5,"Ptilota","Ptilota","Algae","sessile",""
"12297","West Beach LOW 2013 9","Saccharina nigripes",10,"Saccharina nigripes","Saccharina nigripes","Algae","sessile",""
"12298","West Beach LOW 2013 9","Ulva lactuca",2,"Ulva lactuca","Ulva","Algae","sessile",""
"12299","West Beach LOW 2014 1","Bossiella frondescens",0.5,"Bossiella_articulate","Bossiella_articulate","Algae","sessile",""
"12300","West Beach LOW 2014 1","Bossiella frondescens",0.5,"Bossiella_articulate","Bossiella_articulate","Algae","sessile",""
"12301","West Beach LOW 2014 1","Bossiella frondescens",0.5,"Bossiella_articulate","Bossiella_articulate","Algae","sessile",""
"12302","West Beach LOW 2014 1","Bossiella frondifera",0.5,"Bossiella_articulate","Bossiella_articulate","Algae","sessile",""
"12303","West Beach LOW 2014 1","Cryptosiphonia woodii",6,"Cryptosiphonia woodii","Cryptosiphonia woodii","Algae","sessile",""
"12304","West Beach LOW 2014 1","Egregia menziesii",5,"Egregia menziesii","Egregia menziesii","Algae","sessile",""
"12305","West Beach LOW 2014 1","Halosaccion glandiforme",1,"Halosaccion glandiforme","Halosaccion glandiforme","Algae","sessile",""
"12306","West Beach LOW 2014 1","Hymenena sp.",1,"Hymenena","Hymenena","Algae","sessile",""
"12307","West Beach LOW 2014 1","Leathesia marina",3,"Leathesia marina","Leathesia marina","Algae","sessile",""
"12308","West Beach LOW 2014 1","Neogastroclonium subarticulatum",6,"Neogastroclonium subarticulatum","Neogastroclonium subarticulatum","Algae","sessile",""
"12309","West Beach LOW 2014 1","Neorhodomela larix",18,"Neorhodomela larix","Neorhodomela larix","Algae","sessile",""
"12310","West Beach LOW 2014 1","Phyllospadix serrulatus",67,"Phyllospadix sp.","Phyllospadix sp.","Algae","sessile",""
"12311","West Beach LOW 2014 1","Polyneura latissima",6,"Polyneura latissima","Polyneura latissima","Algae","sessile",""
"12312","West Beach LOW 2014 1","Ptilota sp.",9,"Ptilota","Ptilota","Algae","sessile",""
"12313","West Beach LOW 2014 1","Spongites tumidum",2,"Spongites tumidum","Spongites tumidum","Algae","sessile",""
"12314","West Beach LOW 2014 1","Ulva lactuca",2,"Ulva lactuca","Ulva","Algae","sessile",""
"12315","West Beach LOW 2014 10","Acrosiphonia coalita",8,"Acrosiphonia","Acrosiphonia","Algae","sessile",""
"12316","West Beach LOW 2014 10","Alaria marginata",70,"Alaria marginata","Alaria marginata","Algae","sessile",""
"12317","West Beach LOW 2014 10","bare rock",10,"Bare rock","Bare rock","Substratum",NA,""
"12318","West Beach LOW 2014 10","Bossiella frondescens",0.5,"Bossiella_articulate","Bossiella_articulate","Algae","sessile",""
"12319","West Beach LOW 2014 10","Bossiella frondescens",0.5,"Bossiella_articulate","Bossiella_articulate","Algae","sessile",""
"12320","West Beach LOW 2014 10","Bossiella frondescens",0.5,"Bossiella_articulate","Bossiella_articulate","Algae","sessile",""
"12321","West Beach LOW 2014 10","Bossiella frondifera",2,"Bossiella_articulate","Bossiella_articulate","Algae","sessile",""
"12322","West Beach LOW 2014 10","Codium fragile",3,"Codium fragile","Codium fragile","Algae","sessile",""
"12323","West Beach LOW 2014 10","Corallina vancouveriensis",0.5,"Corallina","Corallina","Algae","sessile",""
"12324","West Beach LOW 2014 10","Cryptosiphonia woodii",3,"Cryptosiphonia woodii","Cryptosiphonia woodii","Algae","sessile",""
"12325","West Beach LOW 2014 10","Egregia menziesii",54,"Egregia menziesii","Egregia menziesii","Algae","sessile",""
"12326","West Beach LOW 2014 10","Fucus distichus",20,"Fucus distichus","Fucus distichus","Algae","sessile",""
"12327","West Beach LOW 2014 10","Halosaccion glandiforme",1,"Halosaccion glandiforme","Halosaccion glandiforme","Algae","sessile",""
"12328","West Beach LOW 2014 10","Hildenbrandia occidentalis",4,"Hildenbrandia","Hildenbrandia","Algae","sessile",""
"12329","West Beach LOW 2014 10","Mastocarpus agardhii",1,"Mastocarpus agardhii","Mastocarpus","Algae","sessile","M. agardhii is distinct from others, but we will have to do something with these!!"
"12330","West Beach LOW 2014 10","Mastocarpus intermedius",5,"Mastocarpus intermedius","Mastocarpus","Algae","sessile","REVISIT"
"12331","West Beach LOW 2014 10","Mastocarpus latissimus",5,"Mastocarpus latissimus","Mastocarpus","Algae","sessile","REVISIT"
"12332","West Beach LOW 2014 10","Mazzaella parvula",1,"Mazzaella parvula","Mazzaella parvula","Algae","sessile",""
"12333","West Beach LOW 2014 10","Odonthalia floccosa",0.5,"Odonthalia floccosa","Odonthalia floccosa","Algae","sessile","These are distinct"
"12334","West Beach LOW 2014 10","Palmaria hecatensis",3,"Palmaria hecatensis","Palmaria hecatensis","Algae","sessile",""
"12335","West Beach LOW 2014 10","Palmaria mollis",2,"Palmaria mollis","Palmaria mollis","Algae","sessile",""
"12336","West Beach LOW 2014 10","Petrocelis",3,"Petrocelis","Petrocelis","Algae","sessile",""
"12337","West Beach LOW 2014 10","Plocamium violaceum",3,"Plocamium violaceum","Plocamium violaceum","Algae","sessile",""
"12338","West Beach LOW 2014 10","Polyneura latissima",0.5,"Polyneura latissima","Polyneura latissima","Algae","sessile",""
"12339","West Beach LOW 2014 10","Ptilota sp.",0.5,"Ptilota","Ptilota","Algae","sessile",""
"12340","West Beach LOW 2014 10","Pyropia fucicola",0.5,"Pyropia fucicola","Pyropia","Algae","sessile",""
"12341","West Beach LOW 2014 10","Saccharina nigripes",0.5,"Saccharina nigripes","Saccharina nigripes","Algae","sessile",""
"12342","West Beach LOW 2014 10","Spongites tumidum",11,"Spongites tumidum","Spongites tumidum","Algae","sessile",""
"12343","West Beach LOW 2014 10","Ulva lactuca",1,"Ulva lactuca","Ulva","Algae","sessile",""
"12344","West Beach LOW 2014 2","Acrosiphonia arcta",1,"Acrosiphonia","Acrosiphonia","Algae","sessile",""
"12345","West Beach LOW 2014 2","Analipus japonicus",0.5,"Analipus japonicus","Analipus japonicus","Algae","sessile",""
"12346","West Beach LOW 2014 2","bare rock",22,"Bare rock","Bare rock","Substratum",NA,""
"12347","West Beach LOW 2014 2","Bossiella frondifera",3,"Bossiella_articulate","Bossiella_articulate","Algae","sessile",""
"12348","West Beach LOW 2014 2","Chlorostoma sp.",1,"Chlorostoma sp.","Chlorostoma sp.","Animal","motile",""
"12349","West Beach LOW 2014 2","Corallina vancouveriensis",1,"Corallina","Corallina","Algae","sessile",""
"12350","West Beach LOW 2014 2","Costaria costata",3,"Costaria costata","Costaria costata","Algae","sessile",""
"12351","West Beach LOW 2014 2","Cryptosiphonia woodii",2,"Cryptosiphonia woodii","Cryptosiphonia woodii","Algae","sessile",""
"12352","West Beach LOW 2014 2","Egregia menziesii",2,"Egregia menziesii","Egregia menziesii","Algae","sessile",""
"12353","West Beach LOW 2014 2","Halosaccion glandiforme",0.5,"Halosaccion glandiforme","Halosaccion glandiforme","Algae","sessile",""
"12354","West Beach LOW 2014 2","Hildenbrandia occidentalis",2,"Hildenbrandia","Hildenbrandia","Algae","sessile",""
"12355","West Beach LOW 2014 2","Laminaria yezoensis",11,"Laminaria yezoensis","Laminaria yezoensis","Algae","sessile",""
"12356","West Beach LOW 2014 2","Leathesia marina",1,"Leathesia marina","Leathesia marina","Algae","sessile",""
"12357","West Beach LOW 2014 2","Mastocarpus agardhii",0.5,"Mastocarpus agardhii","Mastocarpus","Algae","sessile","M. agardhii is distinct from others, but we will have to do something with these!!"
"12358","West Beach LOW 2014 2","Mastocarpus latissimus",3,"Mastocarpus latissimus","Mastocarpus","Algae","sessile","REVISIT"
"12359","West Beach LOW 2014 2","Mazzaella parvula",0.5,"Mazzaella parvula","Mazzaella parvula","Algae","sessile",""
"12360","West Beach LOW 2014 2","Neogastroclonium subarticulatum",3,"Neogastroclonium subarticulatum","Neogastroclonium subarticulatum","Algae","sessile",""
"12361","West Beach LOW 2014 2","Odonthalia floccosa",2,"Odonthalia floccosa","Odonthalia floccosa","Algae","sessile","These are distinct"
"12362","West Beach LOW 2014 2","Palmaria hecatensis",1,"Palmaria hecatensis","Palmaria hecatensis","Algae","sessile",""
"12363","West Beach LOW 2014 2","Petrocelis",1,"Petrocelis","Petrocelis","Algae","sessile",""
"12364","West Beach LOW 2014 2","Polyneura latissima",18,"Polyneura latissima","Polyneura latissima","Algae","sessile",""
"12365","West Beach LOW 2014 2","Pterocladiella caloglossoides",0.5,"Pterocladiella caloglossoides","Pterocladiella caloglossoides","Algae","sessile",""
"12366","West Beach LOW 2014 2","Ralfsioid",1,"Ralfsioid","Ralfsioid","Algae","sessile",""
"12367","West Beach LOW 2014 2","Saccharina nigripes",1,"Saccharina nigripes","Saccharina nigripes","Algae","sessile",""
"12368","West Beach LOW 2014 2","Spongites tumidum",26,"Spongites tumidum","Spongites tumidum","Algae","sessile",""
"12369","West Beach LOW 2014 2","Ulva linza",3,"Ulva linza","Ulva","Algae","sessile",""
"12370","West Beach LOW 2014 3","Acrosiphonia arcta",0.5,"Acrosiphonia","Acrosiphonia","Algae","sessile",""
"12371","West Beach LOW 2014 3","Analipus japonicus",0.5,"Analipus japonicus","Analipus japonicus","Algae","sessile",""
"12372","West Beach LOW 2014 3","bare rock",7,"Bare rock","Bare rock","Substratum",NA,""
"12373","West Beach LOW 2014 3","Corallina vancouveriensis",2,"Corallina","Corallina","Algae","sessile",""
"12374","West Beach LOW 2014 3","Endocladia muricata",36,"Endocladia muricata","Endocladia muricata","Algae","sessile",""
"12375","West Beach LOW 2014 3","Fucus distichus",32,"Fucus distichus","Fucus distichus","Algae","sessile",""
"12376","West Beach LOW 2014 3","Halosaccion glandiforme",0.5,"Halosaccion glandiforme","Halosaccion glandiforme","Algae","sessile",""
"12377","West Beach LOW 2014 3","Hildenbrandia occidentalis",20,"Hildenbrandia","Hildenbrandia","Algae","sessile",""
"12378","West Beach LOW 2014 3","Leathesia marina",2,"Leathesia marina","Leathesia marina","Algae","sessile",""
"12379","West Beach LOW 2014 3","Mastocarpus agardhii",1,"Mastocarpus agardhii","Mastocarpus","Algae","sessile","M. agardhii is distinct from others, but we will have to do something with these!!"
"12380","West Beach LOW 2014 3","Mastocarpus alaskensis",6,"Mastocarpus alaskensis","Mastocarpus","Algae","sessile","REVISIT"
"12381","West Beach LOW 2014 3","Mastocarpus latissimus",1,"Mastocarpus latissimus","Mastocarpus","Algae","sessile","REVISIT"
"12382","West Beach LOW 2014 3","Microcladia borealis",1,"Microcladia borealis","Microcladia borealis","Algae","sessile",""
"12383","West Beach LOW 2014 3","Petrocelis",1,"Petrocelis","Petrocelis","Algae","sessile",""
"12384","West Beach LOW 2014 3","Plocamium violaceum",13,"Plocamium violaceum","Plocamium violaceum","Algae","sessile",""
"12385","West Beach LOW 2014 3","Polyneura latissima",0.5,"Polyneura latissima","Polyneura latissima","Algae","sessile",""
"12386","West Beach LOW 2014 3","Ptilota sp.",0.5,"Ptilota","Ptilota","Algae","sessile",""
"12387","West Beach LOW 2014 3","Pyropia fucicola",2,"Pyropia fucicola","Pyropia","Algae","sessile",""
"12388","West Beach LOW 2014 3","Spongites tumidum",17,"Spongites tumidum","Spongites tumidum","Algae","sessile",""
"12389","West Beach LOW 2014 3","Ulva lactuca",0.5,"Ulva lactuca","Ulva","Algae","sessile",""
"12390","West Beach LOW 2014 4","Acrosiphonia coalita",2,"Acrosiphonia","Acrosiphonia","Algae","sessile",""
"12391","West Beach LOW 2014 4","Alaria marginata",5,"Alaria marginata","Alaria marginata","Algae","sessile",""
"12392","West Beach LOW 2014 4","Anemone",1,"Anemone","Anemone","Animal","sessile",""
"12393","West Beach LOW 2014 4","Antithamnionella pacifica",2,"Antithamnionella pacifica","Antithamnionella pacifica","Algae","sessile",""
"12394","West Beach LOW 2014 4","Bossiella frondescens",16,"Bossiella_articulate","Bossiella_articulate","Algae","sessile",""
"12395","West Beach LOW 2014 4","Bossiella frondescens",16,"Bossiella_articulate","Bossiella_articulate","Algae","sessile",""
"12396","West Beach LOW 2014 4","Bossiella frondescens",16,"Bossiella_articulate","Bossiella_articulate","Algae","sessile",""
"12397","West Beach LOW 2014 4","Bossiella frondifera",8,"Bossiella_articulate","Bossiella_articulate","Algae","sessile",""
"12398","West Beach LOW 2014 4","Ceramium pacificum",2,"Ceramium pacificum","Ceramium pacificum","Algae","sessile",""
"12399","West Beach LOW 2014 4","Codium fragile",10,"Codium fragile","Codium fragile","Algae","sessile",""
"12400","West Beach LOW 2014 4","Corallina vancouveriensis",1,"Corallina","Corallina","Algae","sessile",""
"12401","West Beach LOW 2014 4","Coralline crust",2,NA,NA,NA,NA,NA
"12402","West Beach LOW 2014 4","Costaria costata",1,"Costaria costata","Costaria costata","Algae","sessile",""
"12403","West Beach LOW 2014 4","Cryptosiphonia woodii",7,"Cryptosiphonia woodii","Cryptosiphonia woodii","Algae","sessile",""
"12404","West Beach LOW 2014 4","Egregia menziesii",1,"Egregia menziesii","Egregia menziesii","Algae","sessile",""
"12405","West Beach LOW 2014 4","Fucus distichus",2,"Fucus distichus","Fucus distichus","Algae","sessile",""
"12406","West Beach LOW 2014 4","Halosaccion glandiforme",0.5,"Halosaccion glandiforme","Halosaccion glandiforme","Algae","sessile",""
