"taxon"
"Acmaea mitra"
"Ralfsia fungiformis"
"Ralfsia pacifica"
"Ralfsia sp"
"Ralfsia sp [brown crust]"
"Ralfsia sp."
"Red Crust"
"Red urchin"
"Rhizoclonium tortuosum"
"Rhodochorton purpureum"
"Rhodocorton purpureum"
"Rhodymenia sp."
"Riterella pulchra"
"Saccharina groenlandica"
"Saccharina latissima"
"Saccharina latissimus"
"Saccharina sessile"
"Saccharina sessilis"
"Salishia firma"
"Sand"
"Sandy worm tubes"
"Sargassum muticum"
"Scagelia occidentale"
"Schizymenia pacifica"
"Sculpin"
"Scytosiphon dotyi"
"Scytosiphon lomentaria"
"Scytosiphon lomentarii"
"Sea stars"
"Semibalanus cariosus"
"Semibalanus sp."
"Shore Crab"
"Small crab"
"Smithora naiadum"
"Snail"
"Soranthera ulvoidea"
"Sparlingia pertusa"
"Sphacelaria rigidula"
"Spirorbidae"
"Spirorbis"
"Sponge"
"Spongites tumidum"
"Stalked tunicate"
"Strongylocentrotus purpuratus"
"Styela"
"Styella"
"Sytosiphon dotyi"
"Tan Sponge"
"Tegula"
"Tidepool sculpin"
"Tiffaniella snyderae"
"Tokidadendron bullatum"
"Tonicella"
"Tonicella lineata"
"Tube worm"
"Tube worms"
"Tube worms small"
"Tunicate"
"Tunicate/Sponge"
"Ulothrix/Urospora"
"Ulva intestinalis"
"Ulva lactuca"
"Ulva linza"
"Ulva lobata"
"Ulva prolifera"
"Ulva sp."
"Unidentified turf"
"Unknown black crust"
"Unknown brown crust"
"Unknown coralline crust"
"Unknown orange encrusting bryozoan"
"Unknown orange sponge"
"Unknown peach tunicate"
"Unknown red crust"
"Wildemania norrisii"
"Wildmania cuneformis"
"Wildmania cuneiformis"
"Wildmania norrisii"
"WOOD"
"Worm"
