"","Date","Quadrat","Meter.point","Sampler","Recorder","Bedrock","Boulder","Cobble","Sand.Gravel.Pebble","Water","SiteHeightYear","SUBSTRATE.ROCK","SUBSTRATE.SAND","WATER","Pebble","SAND.SCOUR","SUBSTRATE.Clam.shell","Site","Zone","Year","UID","Shore_height_cm"
"280","2014-06-12",10,44,"SMS","KRH",NA,84,16,NA,NA,"West Beach HIGH 2014","100","0","0",0,NA,NA,"West Beach","HIGH",2014,"West Beach HIGH 2014 10",294
"281","2014-06-12",1,4,"KRH","SMS/LWP",NA,95,5,NA,NA,"West Beach MID 2014","100","0","20",0,NA,NA,"West Beach","MID",2014,"West Beach MID 2014 1",197
"282","2014-06-12",2,7,"SCL","SCL",NA,95,5,NA,NA,"West Beach MID 2014","100","0","0",0,NA,NA,"West Beach","MID",2014,"West Beach MID 2014 2",233
"283","2014-06-12",3,9,"SCL","SCL",NA,80,13,NA,NA,"West Beach MID 2014","100","0","1",7,NA,NA,"West Beach","MID",2014,"West Beach MID 2014 3",165
"284","2014-06-12",4,21,"KRH","SMS",NA,94,4,NA,NA,"West Beach MID 2014","98","2","0",0,NA,NA,"West Beach","MID",2014,"West Beach MID 2014 4",157
"285","2014-06-12",5,22,"SMS","KRH",NA,98,2,NA,NA,"West Beach MID 2014","100","0","9",0,NA,NA,"West Beach","MID",2014,"West Beach MID 2014 5",165
"286","2014-06-12",6,25,"SMS","KRH",NA,97,3,NA,NA,"West Beach MID 2014","100","0","2",0,NA,NA,"West Beach","MID",2014,"West Beach MID 2014 6",165
"287","2014-06-12",7,32,"SCL","SCL",NA,86,12,NA,NA,"West Beach MID 2014","100","0","0",2,NA,NA,"West Beach","MID",2014,"West Beach MID 2014 7",203
"288","2014-06-12",8,38,"SCL","SCL",NA,98,0,NA,NA,"West Beach MID 2014","100","0","0.5",2,NA,NA,"West Beach","MID",2014,"West Beach MID 2014 8",181
"289","2014-06-12",9,39,"SCL","SCL",NA,87,10,NA,NA,"West Beach MID 2014","100","0","7",3,NA,NA,"West Beach","MID",2014,"West Beach MID 2014 9",192
"290","2014-06-12",10,42,"SMS","KRH",NA,100,0,NA,NA,"West Beach MID 2014","100","0","0",0,NA,NA,"West Beach","MID",2014,"West Beach MID 2014 10",259
"291","2014-06-12",1,2,"KRH","SMS",NA,79,0,NA,NA,"West Beach LOW 2014","83","17","0",4,NA,NA,"West Beach","LOW",2014,"West Beach LOW 2014 1",90
"292","2014-06-12",2,7,"SCL","SCL",NA,72,26,NA,NA,"West Beach LOW 2014","100","0","6",2,NA,NA,"West Beach","LOW",2014,"West Beach LOW 2014 2",68
"293","2014-06-12",3,8,"SCL","SCL",NA,100,0,NA,NA,"West Beach LOW 2014","100","0","0",0,NA,NA,"West Beach","LOW",2014,"West Beach LOW 2014 3",138
"294","2014-06-12",4,14,"KRH","SMS",NA,92,0,NA,NA,"West Beach LOW 2014","100","0","0",8,NA,NA,"West Beach","LOW",2014,"West Beach LOW 2014 4",75
"295","2014-06-12",5,15,"SMS","KRH",NA,91,0,NA,NA,"West Beach LOW 2014","99","1","0",8,NA,NA,"West Beach","LOW",2014,"West Beach LOW 2014 5",116
"296","2014-06-12",6,17,"SCL","SCL",NA,90,10,NA,NA,"West Beach LOW 2014","100","0","0",0,NA,NA,"West Beach","LOW",2014,"West Beach LOW 2014 6",90
"297","2014-06-12",7,22,"SMS","KRH",NA,100,0,NA,NA,"West Beach LOW 2014","100","0","0",0,NA,NA,"West Beach","LOW",2014,"West Beach LOW 2014 7",114
"298","2014-06-12",8,27,"SCL","SCL",NA,67,30,NA,NA,"West Beach LOW 2014","100","0.5","0",3,NA,NA,"West Beach","LOW",2014,"West Beach LOW 2014 8",131
"299","2014-06-12",9,36,"SMS","KRH",NA,88,0,NA,NA,"West Beach LOW 2014","100","0","0",12,NA,NA,"West Beach","LOW",2014,"West Beach LOW 2014 9",NA
"300","2014-06-12",10,25,"SCL","SCL",NA,95,5,NA,NA,"West Beach LOW 2014","100","0","0",0,NA,NA,"West Beach","LOW",2014,"West Beach LOW 2014 10",128
"301","2014-06-13",1,1,"SMS","SMS",NA,NA,NA,NA,NA,"North Beach HIGH 2014","100",NA,NA,NA,NA,NA,"North Beach","HIGH",2014,"North Beach HIGH 2014 1",382
"302","2014-06-13",2,3,"SCL","SCL",NA,NA,NA,NA,NA,"North Beach HIGH 2014","100","0","0",NA,NA,NA,"North Beach","HIGH",2014,"North Beach HIGH 2014 2",341
"303","2014-06-13",3,8,"KRH","KRH",NA,NA,NA,NA,NA,"North Beach HIGH 2014","100",NA,NA,NA,NA,NA,"North Beach","HIGH",2014,"North Beach HIGH 2014 3",379
"304","2014-06-13",4,10,"SCL","SCL",NA,NA,NA,NA,NA,"North Beach HIGH 2014","100","0","0",NA,NA,NA,"North Beach","HIGH",2014,"North Beach HIGH 2014 4",344
"305","2014-06-13",5,13,"SMS","SMS",NA,NA,NA,NA,NA,"North Beach HIGH 2014","100",NA,NA,NA,NA,NA,"North Beach","HIGH",2014,"North Beach HIGH 2014 5",287
"306","2014-06-13",6,17,"KRH","KRH",NA,NA,NA,NA,NA,"North Beach HIGH 2014","100",NA,NA,NA,NA,NA,"North Beach","HIGH",2014,"North Beach HIGH 2014 6",303
"307","2014-06-13",7,19,"KRH","PTM",NA,NA,NA,NA,NA,"North Beach HIGH 2014","25","75",NA,NA,NA,NA,"North Beach","HIGH",2014,"North Beach HIGH 2014 7",201
"308","2014-06-13",8,20,"SMS","LWP",NA,NA,NA,NA,NA,"North Beach HIGH 2014","100",NA,"2",NA,NA,NA,"North Beach","HIGH",2014,"North Beach HIGH 2014 8",219
"309","2014-06-13",9,21,"SMS","LWP",NA,NA,NA,NA,NA,"North Beach HIGH 2014","100",NA,"8",NA,NA,NA,"North Beach","HIGH",2014,"North Beach HIGH 2014 9",230
"310","2014-06-13",10,23,"SCL","SCL",NA,NA,NA,NA,NA,"North Beach HIGH 2014","100","0","0",NA,NA,NA,"North Beach","HIGH",2014,"North Beach HIGH 2014 10",243
"311","2014-06-13",1,1,"SMS","LWP",NA,NA,NA,NA,NA,"North Beach MID 2014","100",NA,"5",NA,NA,NA,"North Beach","MID",2014,"North Beach MID 2014 1",273
"312","2014-06-13",2,6,"SMS","LWP",NA,NA,NA,NA,NA,"North Beach MID 2014","100",NA,NA,NA,NA,NA,"North Beach","MID",2014,"North Beach MID 2014 2",216
"313","2014-06-13",3,10,"KRH","KRH",NA,NA,NA,NA,NA,"North Beach MID 2014","100","0","0.5",NA,NA,NA,"North Beach","MID",2014,"North Beach MID 2014 3",277
"314","2014-06-13",4,11,"KRH","KRH",NA,NA,NA,NA,NA,"North Beach MID 2014","100","0","1",NA,NA,NA,"North Beach","MID",2014,"North Beach MID 2014 4",278
"315","2014-06-13",5,14,"KRH","KRH",NA,NA,NA,NA,NA,"North Beach MID 2014","100","0","1",NA,NA,NA,"North Beach","MID",2014,"North Beach MID 2014 5",281
"316","2014-06-13",6,15,"KRH","KRH",NA,NA,NA,NA,NA,"North Beach MID 2014","100","0","0.5",NA,NA,NA,"North Beach","MID",2014,"North Beach MID 2014 6",275
"317","2014-06-13",7,18,"LWP","SMS",NA,NA,NA,NA,NA,"North Beach MID 2014","100",NA,"2",NA,NA,NA,"North Beach","MID",2014,"North Beach MID 2014 7",267
"318","2014-06-13",8,20,"KRH","KRH",NA,NA,NA,NA,NA,"North Beach MID 2014","100","0","20",NA,NA,NA,"North Beach","MID",2014,"North Beach MID 2014 8",279
"319","2014-06-13",9,21,"KRH","KRH",NA,NA,NA,NA,NA,"North Beach MID 2014","100","0","20",NA,NA,NA,"North Beach","MID",2014,"North Beach MID 2014 9",285
"320","2014-06-13",10,22,"LWP","SMS",NA,NA,NA,NA,NA,"North Beach MID 2014","100",NA,"10",NA,NA,NA,"North Beach","MID",2014,"North Beach MID 2014 10",266
"321","2014-06-13",1,2,"SCL","SCL",NA,NA,NA,NA,NA,"North Beach LOW 2014","100","0","9",NA,NA,NA,"North Beach","LOW",2014,"North Beach LOW 2014 1",122
"322","2014-06-13",2,3,"SCL","SCL",NA,NA,NA,NA,NA,"North Beach LOW 2014","100","0","6",NA,NA,NA,"North Beach","LOW",2014,"North Beach LOW 2014 2",97
"323","2014-06-13",3,7,"KRH","SMS",NA,NA,NA,NA,NA,"North Beach LOW 2014","100","0","8",NA,NA,NA,"North Beach","LOW",2014,"North Beach LOW 2014 3",96
"324","2014-06-13",4,14,"SMS","LWP",NA,NA,NA,NA,NA,"North Beach LOW 2014","100","0","0",NA,NA,NA,"North Beach","LOW",2014,"North Beach LOW 2014 4",110
"325","2014-06-13",5,17,"KRH","KRH",NA,NA,NA,NA,NA,"North Beach LOW 2014","100","0","0",NA,NA,NA,"North Beach","LOW",2014,"North Beach LOW 2014 5",148
"326","2014-06-13",6,18,"KRH","KRH",NA,NA,NA,NA,NA,"North Beach LOW 2014","100","0","0..5",NA,NA,NA,"North Beach","LOW",2014,"North Beach LOW 2014 6",171
"327","2014-06-13",7,19,"KRH","KRH",NA,NA,NA,NA,NA,"North Beach LOW 2014","100","0","0",NA,NA,NA,"North Beach","LOW",2014,"North Beach LOW 2014 7",137
"328","2014-06-13",8,20,"KRH","KRH",NA,NA,NA,NA,NA,"North Beach LOW 2014","100","0","0",NA,NA,NA,"North Beach","LOW",2014,"North Beach LOW 2014 8",111
"329","2014-06-13",9,22,"KRH","KRH",NA,NA,NA,NA,NA,"North Beach LOW 2014","100","0","0",NA,NA,NA,"North Beach","LOW",2014,"North Beach LOW 2014 9",139
"330","2014-06-13",10,23,"KRH","KRH",NA,NA,NA,NA,NA,"North Beach LOW 2014","100","0","0",NA,NA,NA,"North Beach","LOW",2014,"North Beach LOW 2014 10",157
"331","2014-06-14",1,2,"SMS","JMB",NA,NA,NA,NA,NA,"Fifth Beach HIGH 2014","95","5","6",NA,6,NA,"Fifth Beach","HIGH",2014,"Fifth Beach HIGH 2014 1",350
"332","2014-06-14",2,4,"KRH","OCP",NA,NA,NA,NA,NA,"Fifth Beach HIGH 2014","100",NA,NA,NA,NA,NA,"Fifth Beach","HIGH",2014,"Fifth Beach HIGH 2014 2",381
"333","2014-06-14",3,5,"KRH","OCP",NA,NA,NA,NA,NA,"Fifth Beach HIGH 2014","100",NA,NA,NA,NA,NA,"Fifth Beach","HIGH",2014,"Fifth Beach HIGH 2014 3",370
"334","2014-06-14",4,6,"SCL","SCL",NA,NA,NA,NA,NA,"Fifth Beach HIGH 2014","100","0.5","0",NA,NA,NA,"Fifth Beach","HIGH",2014,"Fifth Beach HIGH 2014 4",280
"335","2014-06-14",5,7,"SCL","SCL",NA,NA,NA,NA,NA,"Fifth Beach HIGH 2014","78","22","12",NA,NA,NA,"Fifth Beach","HIGH",2014,"Fifth Beach HIGH 2014 5",248
"336","2014-06-14",6,13,"SMS","JMB",NA,NA,NA,NA,NA,"Fifth Beach HIGH 2014","100",NA,NA,NA,NA,NA,"Fifth Beach","HIGH",2014,"Fifth Beach HIGH 2014 6",311
"337","2014-06-14",7,15,"SMS","JMB",NA,NA,NA,NA,NA,"Fifth Beach HIGH 2014","100","6","8",NA,NA,NA,"Fifth Beach","HIGH",2014,"Fifth Beach HIGH 2014 7",243
"338","2014-06-14",8,19,"KRH","OCP",NA,NA,NA,NA,NA,"Fifth Beach HIGH 2014","100",NA,NA,NA,NA,NA,"Fifth Beach","HIGH",2014,"Fifth Beach HIGH 2014 8",283
"339","2014-06-14",9,21,"SMS","JMB",NA,NA,NA,NA,NA,"Fifth Beach HIGH 2014","100",NA,NA,NA,NA,NA,"Fifth Beach","HIGH",2014,"Fifth Beach HIGH 2014 9",319
"340","2014-06-14",10,25,"KRH","OCP",NA,NA,NA,NA,NA,"Fifth Beach HIGH 2014","100",NA,NA,NA,NA,NA,"Fifth Beach","HIGH",2014,"Fifth Beach HIGH 2014 10",369
"341","2014-06-14",1,1,"SMS","JMB",NA,NA,NA,NA,NA,"Fifth Beach MID 2014","97","3",NA,NA,51,NA,"Fifth Beach","MID",2014,"Fifth Beach MID 2014 1",252
"342","2014-06-14",2,2,"KRH","OCP",NA,NA,NA,NA,NA,"Fifth Beach MID 2014","92","8",NA,NA,86,NA,"Fifth Beach","MID",2014,"Fifth Beach MID 2014 2",236
"343","2014-06-14",3,3,"SMS","JMB",NA,NA,NA,NA,NA,"Fifth Beach MID 2014","68","32",NA,NA,3,NA,"Fifth Beach","MID",2014,"Fifth Beach MID 2014 3",198
"344","2014-06-14",4,4,"KRH","OCP",NA,NA,NA,NA,NA,"Fifth Beach MID 2014","64","36","4",NA,54,NA,"Fifth Beach","MID",2014,"Fifth Beach MID 2014 4",221
"345","2014-06-14",5,8,"SCL","SCL",NA,NA,NA,NA,NA,"Fifth Beach MID 2014","95","5","0",NA,5,NA,"Fifth Beach","MID",2014,"Fifth Beach MID 2014 5",209
"346","2014-06-14",6,9,"SCL","SCL",NA,NA,NA,NA,NA,"Fifth Beach MID 2014","100","0","21",NA,2,NA,"Fifth Beach","MID",2014,"Fifth Beach MID 2014 6",203
"347","2014-06-14",7,11,"KRH","OCP",NA,NA,NA,NA,NA,"Fifth Beach MID 2014","100",NA,"2",NA,5,NA,"Fifth Beach","MID",2014,"Fifth Beach MID 2014 7",221
"348","2014-06-14",8,12,"KRH","OCP",NA,NA,NA,NA,NA,"Fifth Beach MID 2014","100",NA,"2",NA,1,NA,"Fifth Beach","MID",2014,"Fifth Beach MID 2014 8",234
"349","2014-06-14",9,18,"SMS","JMB",NA,NA,NA,NA,NA,"Fifth Beach MID 2014","100",NA,NA,NA,19,NA,"Fifth Beach","MID",2014,"Fifth Beach MID 2014 9",225
"350","2014-06-14",10,24,"SCL","SCL",NA,NA,NA,NA,NA,"Fifth Beach MID 2014","100","0","0.5",NA,0,NA,"Fifth Beach","MID",2014,"Fifth Beach MID 2014 10",244
"351","2014-06-14",1,2,"KRH","OCP",NA,NA,NA,NA,NA,"Fifth Beach LOW 2014","17","83",NA,NA,NA,NA,"Fifth Beach","LOW",2014,"Fifth Beach LOW 2014 1",152
"352","2014-06-14",2,3,"SMS","JMB",NA,NA,NA,NA,NA,"Fifth Beach LOW 2014","14","86",NA,NA,NA,NA,"Fifth Beach","LOW",2014,"Fifth Beach LOW 2014 2",137
"353","2014-06-14",3,5,"SCL","SCL",NA,NA,NA,NA,NA,"Fifth Beach LOW 2014","93","7","5",NA,NA,NA,"Fifth Beach","LOW",2014,"Fifth Beach LOW 2014 3",138
"354","2014-06-14",4,7,"SCL","SCL",NA,NA,NA,NA,NA,"Fifth Beach LOW 2014","96","4","0.5",NA,NA,NA,"Fifth Beach","LOW",2014,"Fifth Beach LOW 2014 4",166
"355","2014-06-14",5,14,"KRH","OCP",NA,NA,NA,NA,NA,"Fifth Beach LOW 2014","100",NA,"1",NA,NA,NA,"Fifth Beach","LOW",2014,"Fifth Beach LOW 2014 5",147
"356","2014-06-14",6,16,"SMS","JMB",NA,NA,NA,NA,NA,"Fifth Beach LOW 2014","100",NA,NA,NA,NA,NA,"Fifth Beach","LOW",2014,"Fifth Beach LOW 2014 6",152
"357","2014-06-14",7,18,"KRH","KRH",NA,NA,NA,NA,NA,"Fifth Beach LOW 2014","100",NA,"5",NA,NA,NA,"Fifth Beach","LOW",2014,"Fifth Beach LOW 2014 7",207
"358","2014-06-14",8,19,"KRH","KRH",NA,NA,NA,NA,NA,"Fifth Beach LOW 2014","100",NA,NA,NA,NA,NA,"Fifth Beach","LOW",2014,"Fifth Beach LOW 2014 8",223
"359","2014-06-14",9,20,"SCL","SCL",NA,NA,NA,NA,NA,"Fifth Beach LOW 2014","100","0","1",NA,NA,NA,"Fifth Beach","LOW",2014,"Fifth Beach LOW 2014 9",204
"360","2014-06-14",10,22,"SCL","SCL",NA,NA,NA,NA,NA,"Fifth Beach LOW 2014","100","0","9",NA,NA,NA,"Fifth Beach","LOW",2014,"Fifth Beach LOW 2014 10",200
"361","2015-06-14",1,1,"PTM","PTM",NA,89,11,NA,NA,"West Beach HIGH 2015","100","0.5","0",NA,NA,NA,"West Beach","HIGH",2015,"West Beach HIGH 2015 1",239
"362","2015-06-14",2,2,"PTM","PTM",NA,80,20,NA,NA,"West Beach HIGH 2015","100","0","0",NA,NA,NA,"West Beach","HIGH",2015,"West Beach HIGH 2015 2",253
"363","2015-06-14",3,9,"SCL","SCL",NA,80,16,NA,NA,"West Beach HIGH 2015","100","0","3",4,NA,NA,"West Beach","HIGH",2015,"West Beach HIGH 2015 3",247
"364","2015-06-14",4,11,"SCL","SCL",NA,100,NA,NA,NA,"West Beach HIGH 2015","100","0","0",NA,NA,NA,"West Beach","HIGH",2015,"West Beach HIGH 2015 4",234
"365","2015-06-14",5,13,"SS","LML",NA,99,1,NA,NA,"West Beach HIGH 2015","100",NA,NA,NA,NA,NA,"West Beach","HIGH",2015,"West Beach HIGH 2015 5",248
"366","2015-06-14",6,15,"SS","LML",NA,NA,NA,NA,NA,"West Beach HIGH 2015","100",NA,NA,NA,NA,NA,"West Beach","HIGH",2015,"West Beach HIGH 2015 6",242
"367","2015-06-14",7,21,"PTM","PTM",NA,76,22,NA,NA,"West Beach HIGH 2015","100","2","14",NA,NA,NA,"West Beach","HIGH",2015,"West Beach HIGH 2015 7",221
"368","2015-06-14",8,35,"SS","LML",NA,97,3,NA,NA,"West Beach HIGH 2015","100",NA,NA,NA,NA,NA,"West Beach","HIGH",2015,"West Beach HIGH 2015 8",279
"369","2015-06-14",9,36,"SS","LML",NA,NA,NA,NA,NA,"West Beach HIGH 2015","100",NA,NA,NA,NA,NA,"West Beach","HIGH",2015,"West Beach HIGH 2015 9",326
"370","2015-06-14",10,39,"SCL","SCL",NA,83,17,NA,NA,"West Beach HIGH 2015","100","0","0",NA,NA,NA,"West Beach","HIGH",2015,"West Beach HIGH 2015 10",293
"371","2015-06-14",1,2,"SCL","SCL",NA,68,31,NA,NA,"West Beach MID 2015","100","0","0",1,NA,NA,"West Beach","MID",2015,"West Beach MID 2015 1",168
"372","2015-06-14",2,8,"PTM","PTM",NA,80,20,NA,NA,"West Beach MID 2015","100","0","0",NA,NA,NA,"West Beach","MID",2015,"West Beach MID 2015 2",173
"373","2015-06-14",3,12,"SCL","SCL",NA,65,25,NA,NA,"West Beach MID 2015","100","0","22",10,NA,NA,"West Beach","MID",2015,"West Beach MID 2015 3",203
"374","2015-06-14",4,14,"SS","LML",NA,NA,NA,NA,NA,"West Beach MID 2015","100",NA,"47",NA,NA,NA,"West Beach","MID",2015,"West Beach MID 2015 4",172
"375","2015-06-14",5,17,"SS","LML",NA,NA,NA,NA,NA,"West Beach MID 2015","100",NA,NA,NA,NA,NA,"West Beach","MID",2015,"West Beach MID 2015 5",174
"376","2015-06-14",6,26,"PTM","PTM",NA,NA,NA,NA,NA,"West Beach MID 2015","100","0","0",NA,NA,NA,"West Beach","MID",2015,"West Beach MID 2015 6",196
"377","2015-06-14",7,41,"SS","LML",NA,31,69,NA,NA,"West Beach MID 2015","100",NA,NA,NA,NA,NA,"West Beach","MID",2015,"West Beach MID 2015 7",205
"378","2015-06-14",8,44,"SS","LML",NA,89,11,NA,NA,"West Beach MID 2015","100",NA,NA,NA,NA,NA,"West Beach","MID",2015,"West Beach MID 2015 8",202
"379","2015-06-14",9,45,"SCL","SCL",NA,73,27,NA,NA,"West Beach MID 2015","100","0","0",NA,NA,NA,"West Beach","MID",2015,"West Beach MID 2015 9",195
"380","2015-06-14",10,46,"SCL","SCL",NA,60,40,NA,NA,"West Beach MID 2015","100","0","0",0.5,NA,NA,"West Beach","MID",2015,"West Beach MID 2015 10",181
"381","2014-06-12",1,1,"SCL","SCL",NA,85,13,NA,NA,"West Beach LOW 2015","100","0","0",2,NA,NA,"West Beach","LOW",2015,"West Beach LOW 2015 1",124
"382","2014-06-12",2,3,"SCL","SCL",NA,100,NA,NA,NA,"West Beach LOW 2015","100","0.5","9",NA,NA,NA,"West Beach","LOW",2015,"West Beach LOW 2015 2",88
"383","2014-06-12",3,4,"SS","LML",NA,NA,NA,NA,NA,"West Beach LOW 2015","100",NA,NA,NA,NA,NA,"West Beach","LOW",2015,"West Beach LOW 2015 3",95
"384","2014-06-12",4,15,"SS","LML",NA,NA,NA,NA,NA,"West Beach LOW 2015","100",NA,NA,NA,NA,NA,"West Beach","LOW",2015,"West Beach LOW 2015 4",116
"385","2014-06-12",5,17,"SS","LML",NA,72,28,NA,NA,"West Beach LOW 2015","100",NA,NA,NA,NA,NA,"West Beach","LOW",2015,"West Beach LOW 2015 5",90
"386","2014-06-12",6,21,"SCL","SCL",NA,NA,NA,NA,NA,"West Beach LOW 2015","100","0","0",NA,NA,NA,"West Beach","LOW",2015,"West Beach LOW 2015 6",112
"387","2014-06-12",7,26,"SS","LML",NA,NA,NA,NA,NA,"West Beach LOW 2015","100",NA,NA,NA,NA,NA,"West Beach","LOW",2015,"West Beach LOW 2015 7",102
"388","2014-06-12",8,27,"SS","LML",NA,NA,NA,NA,NA,"West Beach LOW 2015","100",NA,NA,NA,NA,NA,"West Beach","LOW",2015,"West Beach LOW 2015 8",131
"389","2014-06-12",9,28,"SCL","SCL",NA,100,NA,NA,NA,"West Beach LOW 2015","100","0","0",NA,NA,NA,"West Beach","LOW",2015,"West Beach LOW 2015 9",133
"390","2014-06-12",10,33,"PTM","PTM",NA,NA,NA,NA,NA,"West Beach LOW 2015","100","0","0",NA,NA,NA,"West Beach","LOW",2015,"West Beach LOW 2015 10",135
"391","2015-06-15",1,3,"SS","LML",NA,NA,NA,NA,NA,"North Beach HIGH 2015","100",NA,"0",NA,NA,NA,"North Beach","HIGH",2015,"North Beach HIGH 2015 1",341
"392","2015-06-15",2,5,"SCL","SCL",NA,NA,NA,NA,NA,"North Beach HIGH 2015","100","0","0",NA,NA,NA,"North Beach","HIGH",2015,"North Beach HIGH 2015 2",319
"393","2015-06-15",3,6,"SCL","SCL",NA,NA,NA,NA,NA,"North Beach HIGH 2015","100","0","6",NA,NA,NA,"North Beach","HIGH",2015,"North Beach HIGH 2015 3",318
"394","2015-06-15",4,7,"PTM","PTM",NA,NA,NA,NA,NA,"North Beach HIGH 2015","100","0","0",NA,NA,NA,"North Beach","HIGH",2015,"North Beach HIGH 2015 4",334
"395","2015-06-15",5,8,"PTM","PTM",NA,NA,NA,NA,NA,"North Beach HIGH 2015","100","0","0",NA,NA,NA,"North Beach","HIGH",2015,"North Beach HIGH 2015 5",379
"396","2015-06-15",6,10,"SS","LML",NA,NA,NA,NA,NA,"North Beach HIGH 2015","100","0","0",NA,NA,NA,"North Beach","HIGH",2015,"North Beach HIGH 2015 6",344
"397","2015-06-15",7,11,"SS","LML",NA,NA,NA,NA,NA,"North Beach HIGH 2015","100",NA,"0",NA,NA,NA,"North Beach","HIGH",2015,"North Beach HIGH 2015 7",346
"398","2015-06-15",8,14,"SS","LML",NA,NA,NA,NA,NA,"North Beach HIGH 2015","100",NA,"0",NA,NA,NA,"North Beach","HIGH",2015,"North Beach HIGH 2015 8",267
"399","2015-06-15",9,16,"SS","LML",NA,NA,NA,NA,NA,"North Beach HIGH 2015","100",NA,"0",NA,NA,NA,"North Beach","HIGH",2015,"North Beach HIGH 2015 9",282
"400","2015-06-15",10,23,"SCL","SCL",NA,NA,NA,NA,NA,"North Beach HIGH 2015","100","0","0",NA,NA,NA,"North Beach","HIGH",2015,"North Beach HIGH 2015 10",243
"401","2015-06-15",1,2,"PTM","PTM",NA,NA,NA,NA,NA,"North Beach MID 2015","100","0","25",NA,NA,NA,"North Beach","MID",2015,"North Beach MID 2015 1",209
"402","2015-06-15",2,3,"PTM","PTM",NA,NA,NA,NA,NA,"North Beach MID 2015","100","0","0",NA,NA,NA,"North Beach","MID",2015,"North Beach MID 2015 2",213
"403","2015-06-15",3,5,"SS","LML",NA,NA,NA,NA,NA,"North Beach MID 2015","100",NA,"8",NA,NA,NA,"North Beach","MID",2015,"North Beach MID 2015 3",184
"404","2015-06-15",4,7,"SCL","SCL",NA,NA,NA,NA,NA,"North Beach MID 2015","100","0","0.5",NA,NA,NA,"North Beach","MID",2015,"North Beach MID 2015 4",233
"405","2015-06-15",5,8,"SCL","SCL",NA,NA,NA,NA,NA,"North Beach MID 2015","100","0","6",NA,NA,NA,"North Beach","MID",2015,"North Beach MID 2015 5",207
"406","2015-06-15",6,10,"SS","LML",NA,NA,NA,NA,NA,"North Beach MID 2015","100",NA,"0",NA,NA,NA,"North Beach","MID",2015,"North Beach MID 2015 6",277
"407","2015-06-15",7,13,"SS","LML",NA,NA,NA,NA,NA,"North Beach MID 2015","100",NA,NA,NA,NA,NA,"North Beach","MID",2015,"North Beach MID 2015 7",278
"408","2015-06-15",8,15,"SCL","SCL",NA,NA,NA,NA,NA,"North Beach MID 2015","100","0","12",NA,NA,NA,"North Beach","MID",2015,"North Beach MID 2015 8",275
"409","2015-06-15",9,19,"PTM","PTM",NA,NA,NA,NA,NA,"North Beach MID 2015","100","0","23",NA,NA,NA,"North Beach","MID",2015,"North Beach MID 2015 9",279
"410","2015-06-15",10,20,"SS","LML",NA,NA,NA,NA,NA,"North Beach MID 2015","100",NA,"9",NA,NA,NA,"North Beach","MID",2015,"North Beach MID 2015 10",279
"411","2015-06-15",1,1,"SCL","SCL",NA,NA,NA,NA,NA,"North Beach LOW 2015","100","0","1",NA,NA,NA,"North Beach","LOW",2015,"North Beach LOW 2015 1",156
"412","2015-06-15",2,2,"SCL","SCL",NA,NA,NA,NA,NA,"North Beach LOW 2015","100","0","3",NA,NA,NA,"North Beach","LOW",2015,"North Beach LOW 2015 2",122
"413","2015-06-15",3,3,"SS","LML",NA,NA,NA,NA,NA,"North Beach LOW 2015","100",NA,NA,NA,NA,NA,"North Beach","LOW",2015,"North Beach LOW 2015 3",97
"414","2015-06-15",4,6,"SS","LML",NA,NA,NA,NA,NA,"North Beach LOW 2015","100",NA,"10",NA,NA,NA,"North Beach","LOW",2015,"North Beach LOW 2015 4",100
"415","2015-06-15",5,9,"SCL","SCL",NA,NA,NA,NA,NA,"North Beach LOW 2015","100","0","1",NA,NA,NA,"North Beach","LOW",2015,"North Beach LOW 2015 5",114
"416","2015-06-15",6,10,"PTM","PTM",NA,NA,NA,NA,NA,"North Beach LOW 2015","100","0","0",NA,NA,NA,"North Beach","LOW",2015,"North Beach LOW 2015 6",132
"417","2015-06-15",7,11,"SCL","SCL",NA,NA,NA,NA,NA,"North Beach LOW 2015","100","0","0",NA,NA,NA,"North Beach","LOW",2015,"North Beach LOW 2015 7",150
"418","2015-06-15",8,14,"SS","LML",NA,NA,NA,NA,NA,"North Beach LOW 2015","100",NA,NA,NA,NA,NA,"North Beach","LOW",2015,"North Beach LOW 2015 8",110
"419","2015-06-15",9,16,"SS","LML",NA,NA,NA,NA,NA,"North Beach LOW 2015","100",NA,"9",NA,NA,NA,"North Beach","LOW",2015,"North Beach LOW 2015 9",128
"420","2015-06-15",10,20,"SS","LML",NA,NA,NA,NA,NA,"North Beach LOW 2015","100",NA,"0",NA,NA,NA,"North Beach","LOW",2015,"North Beach LOW 2015 10",111
"421","2015-06-16",1,3,"SS","LML",NA,NA,NA,NA,NA,"Fifth Beach HIGH 2015","100","3","0",NA,NA,NA,"Fifth Beach","HIGH",2015,"Fifth Beach HIGH 2015 1",345
"422","2015-06-16",2,4,"PTM","PTM",NA,NA,NA,NA,NA,"Fifth Beach HIGH 2015","100","0","0",NA,NA,NA,"Fifth Beach","HIGH",2015,"Fifth Beach HIGH 2015 2",381
"423","2015-06-16",3,5,"PTM","PTM",NA,NA,NA,NA,NA,"Fifth Beach HIGH 2015","100","0","0",NA,NA,NA,"Fifth Beach","HIGH",2015,"Fifth Beach HIGH 2015 3",370
