Alaria.marginata,Anemone,Barnacles,Bossiella_articulate,Callithamnion.pikeanum,Ceramium.pacificum,Chamberlainium.tumidum,Cladophora.columbiana,Corallina,coralline.crust,Cryptosiphonia.woodii,Dilsea.californica,Egregia.menziesii,Elachista.fucicola,Endocladia.muricata,Farlowia.mollis,Fucus.distichus,Gloiopeltis.furcata,Halosaccion.glandiforme,Hedophyllum.sessile,Hildenbrandia,Hymenena.spp.,Leathesia.marina,Lithothamnion.phymatodeum,Mastocarpus,Mazzaella.oregona,Mazzaella.parvula,Mazzaella.splendens,Microcladia.borealis,Mytilus.sp.,Neogastroclonium.subarticulatum,Neopolyporolithon.reclinatum,Neorhodomela.larix,Odonthalia.floccosa,Palmaria.hecatensis,Petrocelis,Phyllospadix.spp.,Plocamium.violaceum,Polyneura.latissima,Polysiphonia,Prionitis,Ptilota.filicina,Pyropia,Ralfsioid,Savoiea.robusta,Ulva
29,0,0,22,0,0,0,0,0,1,1,0,45,0,0,0,0,0,0,0,3,0,0,1,1,1,0,3,0,0,8,0,0,0,0,0,0,0,0,0,0,4,0,1,0,11
14,0,0,7,1,0,20,0,7,1,7,0,1,0,0,0,10,0,1,0,0,0,1,0,8,4,0,0,0,0,0,0,0,1,11,0,0,2,9,0,0,0,0,0,0,20
6,0,0,1,0,0,0,0,1,1,4,0,73,0,0,0,0,0,0,0,8,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,37
56,0,0,2,0,0,0,0,14,1,8,0,11,0,0,0,5,0,1,0,0,0,0,0,1,3,0,0,7,0,12,0,13,0,0,0,17,0,17,0,0,7,0,0,0,7
43,0,1,0,1,2,6,0,0,0,17,0,0,0,12,0,37,0,1,0,0,0,0,0,9,0,0,0,2,0,0,0,2,0,0,0,0,1,13,0,0,1,1,3,0,1
0,0,0,1,0,0,0,0,0,1,2,0,29,0,0,0,0,0,0,0,1,3,0,0,0,0,0,0,0,0,9,0,0,0,0,0,93,0,0,0,0,2,0,0,0,0
3,0,0,4,0,1,1,0,4,2,13,0,0,0,0,2,1,0,1,0,2,2,1,0,1,1,0,5,1,0,12,0,22,1,1,1,0,6,5,1,1,7,0,1,0,1
0,0,0,3,0,0,0,0,3,1,0,0,64,0,0,1,0,0,0,0,0,3,0,1,1,0,0,0,0,0,10,0,0,0,1,0,61,0,1,0,2,3,0,1,0,3
0,0,0,3,0,1,1,0,1,0,0,0,1,0,0,18,0,0,1,0,2,2,0,0,0,0,0,1,0,0,31,0,2,0,1,2,0,0,2,0,1,4,0,0,0,0
0,0,0,13,0,1,0,0,7,2,0,4,46,0,0,2,0,0,1,0,0,4,0,2,0,0,0,6,0,0,4,0,30,2,1,0,6,3,3,0,11,13,0,0,0,2
0,0,0,2,0,1,1,0,3,2,7,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,3,0,9,0,22,0,0,1,7,0,12,0,1,18,0,5,0,0
0,0,0,15,0,1,1,0,8,1,0,0,45,0,0,0,13,0,0,0,2,1,0,2,1,0,0,17,1,0,10,1,3,0,0,1,0,4,10,4,6,10,0,0,0,0
30,0,0,2,0,1,5,0,9,1,7,0,10,0,0,0,3,0,1,0,2,49,0,0,3,1,0,0,4,0,1,1,1,0,0,1,0,11,0,0,0,2,0,0,0,0
7,0,0,1,1,1,3,0,4,0,4,0,42,0,0,0,15,0,1,0,6,21,0,0,2,1,0,1,0,0,4,0,0,3,0,0,0,12,2,0,0,2,0,0,0,4
0,0,1,3,0,1,1,0,3,3,7,0,9,0,0,0,1,0,0,0,1,0,0,1,2,0,0,1,0,0,1,0,7,0,0,1,0,4,48,0,0,14,0,0,0,0
0,0,0,14,0,1,0,0,1,1,0,0,15,1,0,0,0,0,0,0,1,0,0,4,1,12,0,0,0,0,35,0,2,0,0,0,10,1,0,0,5,1,0,0,0,0
18,0,0,0,0,0,6,0,4,0,2,0,0,0,0,0,5,0,1,0,0,0,5,0,1,0,0,0,1,0,0,0,10,0,0,1,0,1,3,0,0,5,0,0,0,1
3,0,0,42,0,0,0,0,1,10,1,0,72,0,0,0,3,0,1,0,2,0,0,0,1,1,0,8,0,0,3,1,0,1,0,1,1,0,34,0,1,6,1,1,0,1
1,0,0,17,0,0,0,0,4,0,0,0,93,0,0,1,1,0,0,0,0,0,0,2,0,2,0,1,0,0,16,0,7,2,0,0,5,0,6,0,7,6,0,0,0,0
44,0,0,30,0,1,0,0,1,1,25,0,60,0,0,1,3,0,2,0,1,0,1,0,0,3,0,0,0,0,0,0,0,1,3,1,1,0,10,0,1,2,0,0,1,1
9,0,0,4,1,2,1,0,2,2,1,0,1,0,0,0,0,0,2,0,1,0,0,0,0,0,0,2,0,0,6,0,23,0,1,2,6,0,0,1,3,4,0,0,0,3
54,0,0,2,1,0,6,0,0,1,6,0,0,0,1,0,10,0,1,0,7,0,1,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
60,0,0,18,0,0,0,0,10,0,0,1,22,0,0,1,1,0,1,0,0,0,10,0,0,1,0,0,0,0,2,0,0,1,0,2,0,0,22,0,1,3,0,1,0,1
3,0,0,2,0,1,1,0,0,0,9,0,0,0,4,0,36,0,1,0,0,0,1,0,1,0,0,0,0,0,2,0,10,0,0,20,0,1,1,0,0,1,0,0,0,1
18,0,0,3,0,0,8,0,3,1,2,0,0,1,0,0,24,0,2,0,2,0,3,0,2,2,0,0,0,0,4,0,1,1,0,3,0,1,14,1,0,3,1,0,0,3
10,0,0,5,0,1,7,0,20,2,3,0,0,4,0,0,51,0,3,0,2,2,1,1,3,2,3,0,0,0,6,1,1,2,0,0,1,0,6,0,1,0,2,0,0,0
1,0,0,6,0,4,7,0,2,0,3,0,0,0,0,0,12,0,7,0,0,4,1,0,1,0,0,1,1,0,8,0,4,4,0,0,0,0,0,0,0,0,4,0,0,3
16,0,0,16,0,1,1,0,3,6,1,1,4,0,0,2,0,0,2,0,1,1,2,1,0,1,0,20,1,0,5,0,8,6,2,1,6,3,0,0,5,1,0,0,0,2
4,0,0,3,0,0,16,0,6,0,7,0,0,2,6,0,71,0,1,0,25,1,0,0,2,1,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,1,1,0,0,5
26,0,0,11,0,1,1,0,9,5,4,0,3,0,0,2,13,0,4,0,0,0,1,0,4,4,0,2,0,0,2,0,4,4,1,0,2,1,0,0,0,1,0,1,0,15
43,0,0,13,1,0,4,0,0,1,1,0,0,1,0,0,13,0,1,0,3,0,3,0,1,2,3,0,0,0,7,0,4,0,1,1,3,0,0,0,0,0,0,1,0,24
10,0,0,3,1,0,6,0,1,0,2,0,0,1,4,0,24,0,6,0,10,1,1,0,5,4,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,2,0,0,9
72,0,0,9,0,2,1,0,2,0,2,0,0,1,0,0,25,0,3,0,3,0,1,0,4,0,0,0,2,0,2,0,3,0,1,0,0,0,7,0,0,2,0,0,0,20
31,0,0,5,0,1,13,0,25,0,8,1,15,0,0,0,26,0,8,0,2,0,0,7,1,0,1,2,0,0,7,0,0,0,0,1,1,0,5,1,0,0,4,0,0,2
59,0,0,2,0,1,11,0,0,0,14,0,0,0,0,1,26,0,8,0,3,0,1,0,1,0,0,0,2,0,1,0,3,0,0,1,15,0,0,0,1,0,3,0,3,1
1,0,0,0,0,6,8,0,1,0,2,0,1,0,0,0,5,0,7,0,4,0,1,0,0,0,0,1,0,0,7,0,2,0,1,2,32,0,0,0,0,0,1,0,0,4
30,1,2,6,0,1,8,0,1,0,5,0,0,1,0,0,38,0,8,0,4,0,0,0,1,2,0,3,0,0,4,0,2,0,1,1,0,0,5,0,0,3,7,0,0,2
10,0,0,4,0,0,6,0,4,0,9,0,3,0,0,0,4,0,1,0,0,0,1,0,6,2,0,0,0,0,8,0,1,14,0,0,0,0,0,2,0,0,0,0,0,2
0,0,0,2,0,0,8,0,5,0,9,0,4,0,14,0,44,0,2,0,9,1,0,0,3,1,0,1,0,0,0,0,0,0,0,0,0,0,3,0,0,0,5,0,0,1
41,0,0,0,0,0,2,0,1,0,9,0,0,0,0,0,12,0,3,0,1,0,1,0,1,1,0,0,0,0,3,0,2,0,0,1,1,0,0,0,0,0,16,0,0,0
68,0,0,16,0,0,4,0,3,0,7,0,52,0,0,0,9,0,16,0,0,0,2,0,6,7,0,3,0,0,0,0,0,2,1,0,0,0,5,2,0,0,1,1,0,5
69,0,0,0,0,0,1,0,12,0,1,0,0,0,0,0,18,0,8,0,1,0,1,0,4,1,0,0,0,0,0,0,0,0,1,1,1,0,1,0,0,0,12,0,0,1
100,0,0,1,0,0,1,0,0,0,2,0,0,0,0,0,8,0,4,0,2,0,0,0,4,0,0,1,0,0,2,0,0,0,5,1,0,0,3,0,0,0,2,0,0,2
57,0,0,0,0,0,2,0,1,0,5,0,0,0,0,0,19,0,6,0,0,0,0,0,3,4,0,4,0,0,0,0,0,0,0,4,0,0,0,0,0,0,16,0,0,0
83,0,0,1,0,0,3,0,1,0,12,0,1,0,0,0,29,0,6,0,0,0,0,0,2,1,0,0,0,0,1,0,2,0,3,1,0,0,1,0,0,1,12,0,0,2
6,0,0,0,1,0,0,0,4,0,6,0,0,0,0,0,78,0,8,0,13,0,0,0,23,3,0,0,0,0,0,0,0,2,3,0,0,30,0,3,0,0,0,0,0,9
0,0,0,0,0,0,6,0,0,0,0,0,0,0,2,0,60,0,2,0,30,0,1,0,40,5,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,1
0,1,0,0,0,0,0,0,0,5,0,0,0,3,0,0,80,0,1,0,23,0,0,0,23,0,0,0,0,0,0,0,2,3,0,0,0,0,0,0,0,0,0,0,0,1
0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,75,0,0,0,5,0,0,0,8,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,7,0,0,0
0,3,0,0,0,0,25,0,0,2,0,0,0,1,0,0,75,0,2,0,30,0,0,2,9,0,0,0,0,0,0,0,4,3,1,0,0,0,5,0,1,0,0,0,0,1
0,1,0,0,0,0,0,0,6,25,0,0,0,0,1,0,99,0,2,0,21,0,0,0,10,1,0,0,0,0,0,0,4,2,0,0,1,2,0,0,0,0,0,1,0,1
0,1,2,0,0,0,0,0,0,0,0,0,0,0,6,0,98,0,4,0,23,0,0,0,13,4,0,0,0,0,0,0,0,9,0,0,0,0,0,11,0,0,0,0,0,0
0,0,0,0,0,0,5,0,0,0,0,0,0,2,0,0,20,0,3,0,25,0,0,1,8,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,1
0,0,0,0,0,0,0,0,0,5,0,0,0,3,1,0,75,0,0,0,71,0,0,0,45,1,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0
0,3,1,0,0,0,0,0,0,0,0,0,0,0,1,0,87,0,0,0,41,0,2,0,35,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,10,0,0
0,0,0,1,0,0,6,0,1,12,0,0,0,10,0,0,45,0,1,0,2,0,0,1,11,0,0,0,0,0,0,0,9,2,0,7,55,0,3,0,0,0,0,0,0,1
0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,0,85,0,0,0,15,0,0,0,10,0,0,0,0,0,0,0,0,0,0,21,0,0,0,0,0,0,0,0,0,0
1,0,0,0,0,0,0,0,0,0,0,0,0,2,10,0,70,0,0,0,30,0,0,0,25,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,1,1,0,1
0,0,0,0,0,0,7,0,0,1,0,0,0,5,0,0,65,0,1,0,11,0,0,14,30,0,0,0,0,0,0,0,12,6,0,2,27,0,0,0,0,0,0,0,1,4
0,0,0,0,0,0,10,0,0,0,0,0,0,2,0,0,85,0,0,0,45,0,0,2,37,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1
0,0,1,0,0,0,10,0,0,0,0,0,0,9,6,0,40,0,1,0,8,0,0,0,31,2,0,0,0,0,0,0,0,0,0,40,0,0,0,0,0,0,5,0,0,1
0,0,0,0,0,0,15,0,0,0,1,0,0,9,0,0,98,0,1,0,3,0,0,0,18,0,0,0,0,0,0,0,0,1,1,60,0,0,0,0,0,0,0,0,5,2
0,0,0,0,0,0,6,0,1,0,3,0,0,20,1,0,56,1,1,0,30,0,0,0,6,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,3,3,2
0,0,0,0,1,0,5,0,1,1,0,0,0,2,0,0,60,0,1,0,41,20,0,0,25,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,6,0,4
0,0,0,0,0,0,2,0,0,0,0,0,0,3,2,0,75,0,0,0,30,0,0,0,16,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,10,0,0,1
0,0,0,2,0,1,8,0,0,3,0,0,0,1,14,0,19,0,1,0,9,0,0,0,3,0,0,0,0,0,0,0,10,18,0,7,0,1,0,0,0,0,1,0,0,1
0,0,0,0,0,0,0,0,0,0,0,0,0,26,1,0,96,0,0,0,62,0,0,0,65,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
0,0,5,0,0,0,10,0,0,0,0,0,0,1,7,0,65,0,1,0,40,0,0,0,21,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,1
0,0,0,0,0,0,8,0,0,0,0,0,0,2,5,0,75,0,1,0,68,0,0,0,20,0,6,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1
0,0,0,0,0,5,16,0,0,2,2,0,0,2,1,0,37,0,10,0,6,0,5,0,17,0,0,0,0,0,0,0,8,0,0,2,22,1,0,0,0,0,0,1,0,9
0,0,0,0,0,0,12,0,0,2,0,0,0,13,0,0,29,0,2,0,1,0,0,0,8,0,0,0,0,0,0,0,5,0,0,2,35,0,0,0,0,0,0,0,0,2
0,0,1,0,0,0,5,0,0,0,9,0,6,8,6,0,88,0,8,0,18,0,1,0,15,2,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,1,3
0,0,3,0,0,0,12,0,3,0,3,0,0,1,0,0,65,4,0,0,13,0,0,0,16,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
0,1,1,0,0,0,0,0,0,0,1,0,0,4,0,0,65,1,0,0,30,0,0,0,13,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1
0,0,3,0,1,0,6,0,0,0,0,0,0,3,1,0,65,0,1,0,25,0,0,0,18,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,2,0,0,2
0,0,1,0,0,1,14,0,0,0,0,0,0,1,0,0,50,0,1,0,40,0,1,0,16,0,1,0,0,0,0,0,0,3,0,9,0,0,0,0,0,0,3,12,1,17
0,1,20,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,4,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,0,0,0
0,0,0,0,0,0,3,0,0,0,0,0,0,1,4,0,60,0,0,0,15,0,0,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,7
0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,35,0,0,0,44,0,1,0,12,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,1,0,0
0,0,0,0,0,0,1,0,1,1,1,0,0,0,0,0,17,0,1,0,0,0,0,0,49,1,0,0,0,0,0,0,1,4,0,0,21,0,0,0,0,0,0,1,0,27
0,0,0,0,0,0,0,0,0,1,0,0,0,7,0,0,84,0,0,0,91,0,0,0,29,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,0,0,3
0,0,0,0,0,0,7,0,0,0,0,0,0,1,20,0,57,0,0,0,6,0,0,0,19,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,2,2,0,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,10,0,0,0,5,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,34,0,0,0,3,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
0,1,1,0,0,0,2,0,0,0,0,0,0,1,2,0,50,0,0,0,23,0,0,0,42,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,1
0,0,0,0,0,0,14,0,3,1,0,0,1,0,0,0,44,4,1,0,16,0,0,0,3,1,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,2,0,0,4
0,0,15,0,0,0,0,0,0,0,0,0,0,0,29,0,7,2,0,0,7,0,0,0,2,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0
0,0,1,0,0,0,0,0,0,0,0,0,0,0,8,0,1,4,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,3,0,0
0,1,2,0,0,0,12,1,1,0,0,0,0,0,3,0,28,5,0,0,8,0,0,0,5,0,0,0,0,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0
0,0,1,0,0,0,20,0,1,0,0,0,0,0,0,0,28,1,1,0,20,0,0,0,14,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,56,1,0,0,38,0,0,0,5,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,19,0,0,0,0,0,0,1,0,0,33,1,0,0,48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,1,0,0,0
0,0,12,0,1,0,17,0,3,0,0,0,0,0,6,0,3,1,0,0,30,0,0,0,1,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,2,0,0
0,0,6,0,0,0,0,0,0,0,0,0,0,1,2,0,22,5,0,0,12,0,0,0,9,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,23,0,0,0,5,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,17,0,0,0,20,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,2,0,0,0,0,0,0,1,5,0,18,0,0,0,17,0,0,1,3,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1
0,0,12,0,0,0,2,0,0,0,0,0,0,0,2,0,3,1,0,0,2,0,0,0,6,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,25,0,0,0
0,0,0,0,0,0,4,0,0,0,0,0,0,0,1,0,40,0,0,0,61,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0,0,0
0,0,13,1,0,0,1,0,1,4,0,0,0,0,3,0,3,1,1,0,3,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,3,0,0,0,1,0,0,2,0,0
0,0,0,1,0,0,9,0,0,0,0,0,0,0,0,0,8,0,1,0,12,0,0,5,1,0,0,0,0,0,0,0,1,0,0,1,18,0,1,0,0,0,2,1,0,0
0,0,0,0,0,0,4,0,0,0,0,0,0,0,2,0,16,0,0,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,0,6,0,0,0,11,0,0,0,2,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
0,1,3,2,0,0,24,0,2,5,0,0,0,2,0,0,32,1,2,0,15,0,0,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,0,1
0,0,17,0,0,0,0,0,0,0,0,0,0,0,4,0,1,0,0,0,27,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
0,0,3,1,0,0,15,0,0,1,0,0,0,1,10,0,19,0,0,0,20,0,0,0,1,0,0,0,0,0,0,0,3,5,0,0,15,0,0,0,0,0,0,0,0,0
0,1,5,0,0,0,8,0,0,1,0,0,0,3,0,0,20,0,0,0,22,0,0,0,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,1,6,0,0
0,0,1,0,0,0,20,0,0,2,0,0,0,1,0,0,19,0,0,0,28,0,0,3,4,0,1,0,0,0,0,0,1,1,0,5,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,82,0,0,0,69,0,0,0,3,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
0,0,0,0,0,0,5,0,1,0,0,0,0,1,6,0,32,1,0,0,15,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
0,0,3,0,0,0,4,0,0,0,0,0,0,1,20,0,16,0,1,0,7,1,0,5,5,0,0,2,0,0,0,0,0,0,0,1,0,1,0,0,1,1,0,0,0,0
0,0,35,0,0,0,0,0,0,0,0,0,0,4,20,0,31,0,0,0,7,0,0,0,0,3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,3,0,0,0
0,0,10,0,0,0,0,0,0,0,0,0,0,0,12,0,46,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,13,0,0,0,17,0,0,0,0,0,0,0,3,0,0,0,1,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,4,0,0,0,0,0,0,0,0,0,0,0,14,0,11,0,0,0,1,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,1,3,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,10,0,0,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,1,0,0,0,3,0,0,1,0,0,0,0,16,0,1,1,1,0,4,0,0,3,3,0,1,0,0,0,0,0,0,1,0,0,2,0,0,1,0,0,0,0,0,0
0,1,17,0,0,0,1,0,1,0,0,0,0,0,4,0,0,1,1,0,5,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0
0,1,3,0,0,0,2,0,0,0,0,0,0,0,10,0,14,0,0,0,15,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
0,0,7,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,15,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
0,0,19,0,0,0,0,0,0,0,0,0,0,0,6,0,3,0,0,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
0,0,1,0,0,0,2,0,0,0,0,0,0,3,15,0,12,3,0,0,2,0,0,0,7,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0
0,0,50,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,8,0,0,0,0,0,0,7,30,0,50,0,0,0,25,0,0,0,15,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,1,0,0,0
0,0,1,0,0,0,0,0,0,0,0,0,0,2,18,0,10,2,0,0,2,0,0,0,4,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,2,18,0,40,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
0,5,0,0,0,0,1,0,0,0,0,0,0,4,8,0,6,2,0,0,1,0,0,0,4,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,2,0,0,2,0,0,0,0,7,0,5,1,0,0,1,0,1,0,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,3,0,0
0,0,82,0,0,0,0,0,0,0,0,0,0,0,2,0,4,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,0,0,0
0,0,27,0,0,0,0,1,0,0,0,0,0,0,1,0,2,3,0,0,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,3,0,0
0,0,4,0,0,0,0,0,0,0,0,0,0,0,1,0,0,4,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,3,0,0,0,0,0,0,5,23,0,40,0,0,0,18,0,0,0,5,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0
0,0,80,0,0,0,0,0,0,0,0,0,0,1,20,0,50,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,1,13,0,40,9,0,0,5,0,0,0,11,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
0,0,0,0,0,0,1,0,0,0,0,0,0,1,11,0,72,0,0,0,5,0,0,0,11,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,1,0,0,0,0,0,0,1,27,0,40,1,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,2,18,0,25,1,0,0,3,0,0,0,4,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,8,4,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
0,0,25,0,0,0,0,0,0,0,0,0,0,1,4,0,22,32,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,4,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,2,5,0,12,8,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,1,0,0,0,0,0,0,0,5,0,21,3,0,0,12,0,0,0,21,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0
0,0,41,0,0,0,0,0,0,0,0,0,0,0,1,0,1,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0,0,0
